building_room,case_number,slot_number,equipment_type,asset_tag,clean_asset_tag,serial_number,mac_address,manufacturer,model,model_code,case_helper,slot_helper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-9,Laptop,DDC4CY-002585,DDC4CY002585,5GMH014,10-98-19-4A-65-D0,Dell,Precision 7680,2250,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-10,Laptop,DDC4CY-002536,DDC4CY002536,14NH014,10-98-19-4A-51-18,Dell,Precision 7680,2250,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-11,Laptop,DDC4CY-002794,DDC4CY002794,DCMTH54,AC-B4-80-45-6B-1C,Dell,Precision 7680,2335,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-12,Laptop,DDC4CY-002575,DDC4CY002575,DDMH014,10-98-19-4A-52-0D,Dell,Precision 7680,2250,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-13,Laptop,DDC4CY-002515,DDC4CY002515,2HNH014,10-98-19-4A-51-35,Dell,Precision 7680,2250,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-14,Laptop,DDC4CY-002516,DDC4CY002516,FCNH014,10-98-19-4A-51-A5,Dell,Precision 7680,2250,6,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-15,Laptop,DDC4CY-002628,DDC4CY002628,5BMH014,10-98-19-4A-50-FD,Dell,Precision 7680,2250,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-16,Laptop,DDC4CY-002650,DDC4CY002650,G7MH014,10-98-19-4A-51-B6,Dell,Precision 7680,2250,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-17,Laptop,DDC4CY-002531,DDC4CY002531,92NH014,10-98-19-4A-51-89,Dell,Precision 7680,2250,6,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,6,6-18,Laptop,DDC4CY-002560,DDC4CY002560,2GMH014,10-98-19-4A-52-37,Dell,Precision 7680,2250,6,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-1,Laptop,DDC4CY-002543,DDC4CY002543,H0NH014,10-98-19-4A-51-8C,Dell,Precision 7680,2250,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-2,Laptop,DDC4CY-002558,DDC4CY002558,2JLH014,10-98-19-4A-52-1B,Dell,Precision 7680,2250,7,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-3,Laptop,DDC4CY-002532,DDC4CY002532,16NH014,10-98-19-4A-51-24,Dell,Precision 7680,2250,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-4,Laptop,DDC4CY-002624,DDC4CY002624,DHLH014,10-98-19-4A-67-1C,Dell,Precision 7680,2250,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-5,Laptop,DDC4CY-002666,DDC4CY002666,8WMH014,10-98-19-4A-52-FF,Dell,Precision 7680,2250,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-6,Laptop,DDC4CY-002546,DDC4CY002546,81NH014,10-98-19-4A-51-AE,Dell,Precision 7680,2250,7,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-7,Laptop,DDC4CY-002592,DDC4CY002592,39NH014,10-98-19-4A-50-8B,Dell,Precision 7680,2250,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-8,Laptop,DDC4CY-002581,DDC4CY002581,G7NH014,10-98-19-4A-50-BA,Dell,Precision 7680,2250,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-9,Laptop,DDC4CY-002664,DDC4CY002664,7LLH014,10-98-19-4A-51-20,Dell,Precision 7680,2250,7,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-10,Laptop,DDC4CY-002641,DDC4CY002641,2ZMH014,10-98-19-4A-52-23,Dell,Precision 7680,2250,7,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-11,Laptop,DDC4CY-002736,DDC4CY002736,BQMTH54,AC-B4-80-45-6B-A8,Dell,Precision 7680,2335,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-12,Laptop,DDC4CY-002748,DDC4CY002748,HLMTH54,AC-B4-80-45-6B-57,Dell,Precision 7680,2335,7,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-13,Laptop,DDC4CY-002545,DDC4CY002545,6ZNH014,10-98-19-4A-52-0B,Dell,Precision 7680,2250,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-14,Laptop,DDC4CY-002563,DDC4CY002563,DFMH014,10-98-19-4A-51-47,Dell,Precision 7680,2250,7,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-15,Laptop,DDC4CY-002568,DDC4CY002568,9GLH014,10-98-19-4A-65-60,Dell,Precision 7680,2250,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-16,Laptop,DDC4CY-002601,DDC4CY002601,JCMH014,10-98-19-4A-51-68,Dell,Precision 7680,2250,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-17,Laptop,DDC4CY-002635,DDC4CY002635,2YMH014,10-98-19-4A-52-DD,Dell,Precision 7680,2250,7,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,7,7-18,Laptop,DDC4CY-002598,DDC4CY002598,HRLH014,10-98-19-4A-66-A9,Dell,Precision 7680,2250,7,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-1,Laptop,DDC4CY-002746,DDC4CY002746,8SMTH54,AC-B4-80-45-6D-43,Dell,Precision 7680,2335,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-2,Laptop,DDC4CY-002675,DDC4CY002675,3GMH014,10-98-19-4A-52-36,Dell,Precision 7680,2250,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-3,Laptop,DDC4CY-002553,DDC4CY002553,C0NH014,10-98-19-4A-51-8D,Dell,Precision 7680,2250,8,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-4,Laptop,DDC4CY-002527,DDC4CY002527,7BNH014,10-98-19-4A-51-9B,Dell,Precision 7680,2250,8,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-5,Laptop,DDC4CY-002800,DDC4CY002800,DGMTH54,AC-B4-80-45-6C-15,Dell,Precision 7680,2335,8,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-6,Laptop,DDC4CY-002750,DDC4CY002750,4NMTH54,AC-84-80-45-6B-4B,Dell,Precision 7680,2335,8,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-7,Laptop,DDC4CY-002621,DDC4CY002621,4DLH014,10-98-19-4A-52-CF,Dell,Precision 7680,2250,8,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-8,Laptop,DDC4CY-002636,DDC4CY002636,8XMH014,10-98-19-4A-53-0A,Dell,Precision 7680,2250,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-9,Laptop,DDC4CY-002647,DDC4CY002647,23MH014,10-98-19-4A-52-73,Dell,Precision 7680,2250,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-10,Laptop,DDC4CY-002742,DDC4CY002742,5FMTH54,AC-B4-80-45-6C-47,Dell,Precision 7680,2335,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-11,Laptop,DDC4CY-002762,DDC4CY002762,5JMTH54,AC-B4-80-45-6B-FF,Dell,Precision 7680,2335,8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-12,Laptop,DDC4CY-002600,DDC4CY002600,1DLH014,10-98-19-4A-52-75,Dell,Precision 7680,2250,8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-13,Laptop,DDC4CY-002640,DDC4CY002640,H9MH014,10-98-19-4A-50-FC,Dell,Precision 7680,2250,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-14,Laptop,DDC4CY-002610,DDC4CY002610,3WLH014,10-98-19-4A-50-F0,Dell,Precision 7680,2250,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-15,Laptop,DDC4CY-002686,DDC4CY002686,8GMH014,10-98-19-4A-51-B1,Dell,Precision 7680,2250,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-16,Laptop,DDC4CY-002578,DDC4CY002578,4FMH014,10-98-19-4A-41-4B,Dell,Precision 7680,2250,8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-17,Laptop,DDC4CY-002760,DDC4CY002760,FY8ZL54,AC-B4-80-45-6B-45,Dell,Precision 7680,2335,8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,8,8-18,Laptop,DDC4CY-002616,DDC4CY002616,2BLH014,10-98-19-4A-52-74,Dell,Precision 7680,2250,8,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,013,013-1,Laptop,DDC4CY-002406,DDC4CY002406,J7M0GZ3,10-98-19-48-71-36,Dell,Precision 7780,4662,13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,013,013-2,Laptop,DDC4CY-002378,DDC4CY002378,D4M0GZ3,10-98-19-48-71-86,Dell,Precision 7780,4662,13,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,013,013-3,Laptop,DDC4CY-002420,DDC4CY002420,D3M0GZ3,10-98-19-48-64-13,Dell,Precision 7780,4662,13,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,013,013-4,Laptop,DDC4CY-002407,DDC4CY002407,3BM0GZ3,10-98-19-48-63-0B,Dell,Precision 7780,4662,13,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,013,013-5,Laptop,DDC4CY-002374,DDC4CY002374,15M0GZ3,10-98-19-48-71-87,Dell,Precision 7780,4662,13,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,013,013-6,Laptop,DDC4CY-002424,DDC4CY002424,C8M0GZ3,10-98-19-48-71-BE,Dell,Precision 7780,4662,13,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,013,013-7,Laptop,DDC4CY-002417,DDC4CY002417,D7M0GZ3,10-98-19-48-70-A3,Dell,Precision 7780,4662,13,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,013,013-8,Laptop,DDC4CY-002411,DDC4CY002411,J8M0GZ3,10-98-19-48-71-83,Dell,Precision 7780,4662,13,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,013,013-9,Laptop,DDC4CY-002405,DDC4CY002405,C9M0GZ3,10-98-19-48-64-A3,Dell,Precision 7780,4662,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,013,013-10,Laptop,DDC4CY-002414,DDC4CY002414,79M0GZ3,10-98-19-48-64-A8,Dell,Precision 7780,4662,13,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,014,014-1,Laptop,DDC4CY-002404,DDC4CY002404,H8B0GZ3,10-98-19-48-71-1B,Dell,Precision 7780,4662,14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,014,014-2,Laptop,DDC4CY-002409,DDC4CY002409,63M0GZ3,10-98-19-48-70-A2,Dell,Precision 7780,4662,14,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,014,014-3,Laptop,DDC4CY-002415,DDC4CY002415,38M0GZ3,10-98-19-48-71-82,Dell,Precision 7780,4662,14,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,014,014-4,Laptop,DDC4CY-002423,DDC4CY002423,77M0GZ3,10-98-19-48-71-37,Dell,Precision 7780,4662,14,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,014,014-5,Laptop,DDC4CY-002795,DDC4CY002795,JHMTH54,AC-B4-80-45-6C-65,Dell,Precision 7680,2335,14,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,014,014-6,Laptop,DDC4CY-002670,DDC4CY002670,BRLH014,10-98-19-4A-52-67,Dell,Precision 7680,2250,14,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,014,014-7,Laptop,DDC4CY-002779,DDC4CY002779,HCMTH54,AC-B4-80-45-6C-2B,Dell,Precision 7680,2335,14,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,015,015-1,Laptop,DDC4CY-002422,DDC4CY002422,37M0GZ3,10-98-19-48-71-3C,Dell,Precision 7780,4662,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,015,015-2,Laptop,DDC4CY-002630,DDC4CY002630,9GMH014,10-98-19-4A-52-C5,Dell,Precision 7680,2250,15,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,015,015-3,Laptop,DDC4CY-002408,DDC4CY002408,6BM0GZ3,10-98-19-48-71-C3,Dell,Precision 7780,4662,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,015,015-5,Laptop,DDC4CY-002602,DDC4CY002602,77MH014,10-98-19-4A-51-D9,Dell,Precision 7680,2250,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,015,015-6,Laptop,DDC4CY-002669,DDC4CY002669,9XLH014,10-98-19-4A-51-06,Dell,Precision 7680,2250,15,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,015,015-7,Laptop,DDC4CY-002421,DDC4CY002421,B4M0GZ3,10-98-19-48-64-12,Dell,Precision 7780,4662,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,015,015-8,Laptop,DDC4CY-002660,DDC4CY002660,C1MH014,10-98-19-4A-65-D1,Dell,Precision 7680,2250,15,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,015,015-9,Laptop,DDC4CY-002412,DDC4CY002412,29M0GZ3,10-98-19-48-63-AD,Dell,Precision 7780,4662,15,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,015,015-10,Laptop,DDC4CY-002425,DDC4CY002425,H3M0GZ3,10-98-19-48-71-88,Dell,Precision 7780,4662,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,015,015-11,Laptop,DDC4CY-002547,DDC4CY002547,60NH014,10-98-19-4A-52-06,Dell,Precision 7680,2250,15,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,015,015-12,Laptop,DDC4CY-002377,DDC4CY002377,B7M0GZ3,10-98-19-4a-52-67,Dell,Precision 7780,4662,15,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,016,016-1,Laptop,DDC4CY-002370,DDC4CY002370,2TK84402SP,00-BB-60-B8-D8-73,Hewlett Packard,Zbook 15 G4,1300,16,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,016,016-2,Laptop,DDC4CY-002227,DDC4CY002227,2TK84400G2,00-BB-60-4B-6A-45,Hewlett Packard,Zbook 15 G4,1500,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,016,016-3,Laptop,DDC4CY-002260,DDC4CY002260,2TK84402SF,00-BB-60-B8-DC-6F,Hewlett Packard,Zbook 15 G4,1500,16,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,016,016-4,Laptop,DDC4CY-002312,DDC4CY002312,2TK84402PY,00-BB-60-B8-CD-65,Hewlett Packard,Zbook 15 G4,1500,16,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,016,016-5,Laptop,DDC4CY-002564,DDC4CY002564,7FMH014,10-98-19-4A-52-A8,Dell,Precision 7680,2250,16,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,016,016-6,Laptop,DDC4CY-002615,DDC4CY002615,7YLH014,10-98-19-4A-51-BE,Dell,Precision 7680,2250,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,016,016-7,Laptop,DDC4CY-002376,DDC4CY002376,61M0GZ3,10-98-19-48-71-94,Dell,Precision 7780,4662,16,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,016,016-8,Laptop,DDC4CY-002470,DDC4CY002470,7VMG054,10-98-19-48-90-DA,Dell,Precision 7780,4662,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288 2C1D,111,111-1,Laptop,DDC4CY-000739,DDC4CY000739,2YN9Q92,84-7B-EB-11-60-20,Dell,Precision 7510,2650,111,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288 2C1D,111,111-2,Laptop,DDC4CY-000754,DDC4CY000754,2VN9Q92,84-7B-EB-11-60-A6,Dell,Precision 7510,2650,111,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288 2C1D,111,111-3,Laptop,DDC4CY-001468,DDC4CY001468,5SR32N2,10-65-30-1F-C9-51,Dell,Latitude 5490,2200,111,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
